Longitude (deg),Latitude (deg)
1.291534123060000638e+02,3.515428294500003403e+01
1.291430770190000885e+02,3.515477122600003668e+01
1.291322045809999963e+02,3.515076644400005534e+01
1.291202571490000537e+02,3.514961672300006512e+01
1.291192966350000688e+02,3.513556719800004657e+01
1.291272805080000126e+02,3.512582503400005862e+01
1.291286011810000218e+02,3.511414797000009003e+01
1.291234700810000504e+02,3.510084547300004942e+01
1.291010781850000058e+02,3.509227615300005709e+01
1.290829663630000823e+02,3.510518478100004813e+01
1.290719980540000051e+02,3.511261736900007691e+01
1.290638404200000195e+02,3.512084709200007637e+01
1.290376272270000300e+02,3.509783422800006747e+01
1.290256896820000065e+02,3.507950224900008607e+01
1.290218618540000080e+02,3.505998310700005050e+01
1.290137536760000785e+02,3.505530728900004078e+01
1.290089571330000808e+02,3.506513447800006134e+01
1.289970261050000317e+02,3.507572809500004496e+01
1.289980147340000940e+02,3.506628118800006177e+01
1.290004015300000901e+02,3.504595001800004184e+01
1.289927699440000879e+02,3.504596265900005392e+01
1.289894054590000678e+02,3.505269402400006129e+01
1.289851115600000639e+02,3.505428378000004841e+01
1.289748641290000251e+02,3.504865143400007810e+01
1.289651246170000150e+02,3.504364879600007043e+01
1.289584473790000629e+02,3.505038704700007202e+01
1.289503604000000223e+02,3.507291301300006126e+01
1.289537036060000901e+02,3.509320167000004176e+01
1.289613409380000348e+02,3.511895463700005848e+01
1.289627776430000949e+02,3.513338599100006832e+01
1.289580099140000584e+02,3.513689688300007674e+01
1.289489440170000307e+02,3.512597467100005133e+01
1.289184195930000669e+02,3.508188205300007212e+01
1.289045929260000776e+02,3.508109865000005811e+01
1.289036353210000243e+02,3.510139002500005745e+01
1.289045859290000635e+02,3.512050992000007454e+01
1.288979256080000368e+02,3.512130533000004107e+01
1.288892521490000718e+02,3.510545482000003403e+01
1.288821860700001025e+02,3.508148477700007106e+01
1.288574024260000215e+02,3.508382307900006936e+01
1.287915554420000035e+02,3.508295320800004902e+01
1.287877732540000579e+02,3.510131859300008728e+01
1.287810769150000851e+02,3.511106214600005160e+01
1.287719883190000019e+02,3.508331323900006282e+01
1.287619708850000961e+02,3.507939238800008752e+01
1.287386894890000804e+02,3.508798762200007104e+01
1.287277938160000303e+02,3.510472239800003535e+01
1.287158309250000912e+02,3.510586172100005342e+01
1.287004500660000303e+02,3.509613678600004505e+01
1.287004500660000303e+02,3.513987864800003535e+01
1.286962996750000912e+02,3.514350006700004769e+01
1.286877547540000251e+02,3.514061107000003403e+01
1.286805119150000110e+02,3.513141510600007678e+01
1.286799422540000251e+02,3.511595286700008955e+01
1.286640731130000859e+02,3.512612539300005210e+01
1.286517033210000136e+02,3.514077383000005739e+01
1.286380314460000136e+02,3.514984772300005034e+01
1.286179305350000277e+02,3.514325592700004108e+01
1.286223250660000303e+02,3.515737539300005210e+01
1.286140242850000277e+02,3.517743561400004637e+01
1.286179305350000277e+02,3.518488190300007545e+01
1.286079207690000885e+02,3.521116771000004064e+01
1.286020613940000885e+02,3.521393463700007942e+01
1.285905867850000277e+02,3.520538971600007017e+01
1.285781356130000859e+02,3.518935781500005078e+01
1.285778914720000330e+02,3.517865631700004769e+01
1.285905867850000277e+02,3.515696849200008955e+01
1.285976668630000859e+02,3.513051992400005474e+01
1.286018172540000251e+02,3.512124258000005739e+01
1.286103621750000912e+02,3.510919830900007810e+01
1.286270451180000691e+02,3.509076569200004769e+01
1.286294865240000718e+02,3.508148834800005034e+01
1.286247664720000330e+02,3.506818268400007810e+01
1.286326603520000162e+02,3.506728750200005607e+01
1.286450301440000885e+02,3.506289297100005342e+01
1.286521102220000330e+02,3.506134674700007281e+01
1.286433211600000277e+02,3.505654531500005078e+01
1.286345320970000330e+02,3.505463288000004241e+01
1.286142684250000912e+02,3.505459219000005078e+01
1.286036076180000691e+02,3.505662669500003403e+01
1.286005965500000912e+02,3.506191640800005871e+01
1.286001082690000885e+02,3.506858958500004064e+01
1.285967716810000638e+02,3.507501862200007281e+01
1.285871688160000303e+02,3.508331940300007545e+01
1.285803328790000251e+02,3.508787669500003403e+01
1.285263778000000912e+02,3.510346100500004241e+01
1.285112410820000832e+02,3.510423411700008955e+01
1.284781193370000665e+02,3.509906647300005034e+01
1.284690861340000083e+02,3.509540436400004637e+01
1.284697371750000912e+02,3.508836497600003668e+01
1.284812931650000110e+02,3.507501862200007281e+01
1.284627384770000162e+02,3.507196686400004637e+01
1.284284774100000277e+02,3.505780670800004373e+01
1.283891707690000885e+02,3.504901764500004901e+01
1.283840438160000303e+02,3.503636302300003535e+01
1.283820906910000303e+02,3.502260976800005210e+01
1.283714298840000083e+02,3.501357656500005078e+01
1.283714298840000083e+02,3.500678131700004769e+01
1.284712020190000885e+02,3.505023834800005034e+01
1.284881291020000162e+02,3.505117422100005342e+01
1.284915470710000136e+02,3.503359609600005342e+01
1.284975692070000832e+02,3.502069733300004373e+01
1.284996037120000665e+02,3.500922272300005034e+01
1.284915470710000136e+02,3.499591705900007810e+01
1.284787703790000251e+02,3.499005768400007810e+01
1.284592391290000251e+02,3.498737213700007942e+01
1.284397078790000251e+02,3.498810455900007810e+01
1.284267684250000912e+02,3.499249909100007017e+01
1.284200138680000691e+02,3.498273346600007017e+01
1.284246525400000110e+02,3.497801341400008823e+01
1.284336857430000691e+02,3.497370026200007942e+01
1.284404403000000912e+02,3.496515534100007017e+01
1.284414168630000859e+02,3.495994700700003932e+01
1.284417423840000083e+02,3.495246002800007545e+01
1.284404403000000912e+02,3.493162669500003403e+01
1.284329533210000136e+02,3.489069245000007413e+01
1.284421492850000277e+02,3.488349030200004108e+01
1.284509383470000330e+02,3.488589101800005210e+01
1.284578556650000110e+02,3.489386627800007545e+01
1.284609481130000859e+02,3.490371328300005871e+01
1.284744572270000162e+02,3.489069245000007413e+01
1.284605412120000665e+02,3.487018463700007942e+01
1.284353133470000330e+02,3.484316640800005871e+01
1.284129295310000316e+02,3.483763508300006606e+01
1.283828827199999978e+02,3.483928967000008470e+01
1.283833965260000696e+02,3.485458744400006026e+01
1.284026798840000083e+02,3.485480377800007545e+01
1.284108992850000277e+02,3.485602448100007678e+01
1.284158634770000162e+02,3.486273834800005034e+01
1.283537703790000251e+02,3.486847565300007545e+01
1.283408309250000912e+02,3.487270742400005474e+01
1.283265080090000083e+02,3.488906484600005342e+01
1.283244735040000251e+02,3.489728424700007281e+01
1.283347274100000277e+02,3.490257396000004064e+01
1.283577580090000083e+02,3.490989817900003800e+01
1.283350529310000638e+02,3.494733307500007413e+01
1.283186955090000083e+02,3.493406810100003668e+01
1.283022567070000832e+02,3.490802643400007810e+01
1.282790633470000330e+02,3.490680573100007678e+01
1.282579044930000691e+02,3.493016185100003668e+01
1.282468367850000277e+02,3.493598053600004505e+01
1.282241317070000832e+02,3.493789297100005342e+01
1.282141219410000303e+02,3.493292877800007545e+01
1.282085880870000665e+02,3.492084381700004769e+01
1.282065535820000832e+02,3.490550364800003535e+01
1.282070418630000859e+02,3.489069245000007413e+01
1.281858830090000083e+02,3.489362213700007942e+01
1.281394149100000277e+02,3.489191315300007545e+01
1.281211043630000859e+02,3.490029531500005078e+01
1.281189884770000162e+02,3.490570709800005034e+01
1.281187443370000665e+02,3.492035553600004505e+01
1.281176863940000885e+02,3.492422109600005342e+01
1.281130477220000330e+02,3.492519765800005871e+01
1.281018986340000083e+02,3.492352936400004637e+01
1.280874943370000665e+02,3.492625560100003668e+01
1.280639754570000832e+02,3.492792389500004901e+01
1.280556746750000912e+02,3.493162669500003403e+01
1.280510360040000251e+02,3.493964264500004901e+01
1.280515242850000277e+02,3.494749583500004064e+01
1.280540470710000136e+02,3.495502350500004241e+01
1.280556746750000912e+02,3.496173737200007281e+01
1.280540470710000136e+02,3.503583405200004108e+01
1.280556746750000912e+02,3.504775625200005607e+01
1.280586043630000859e+02,3.505329010600007678e+01
1.280637313160000303e+02,3.506061432500007413e+01
1.280681258470000330e+02,3.507021719000005078e+01
1.280693465500000912e+02,3.508246491100004505e+01
1.280537215500000912e+02,3.506712474200008955e+01
1.280408634770000162e+02,3.504922109600005342e+01
1.280249943370000665e+02,3.503579336100006003e+01
1.280009871750000912e+02,3.503408437700005607e+01
1.280192977220000330e+02,3.499868398600006003e+01
1.280068465500000912e+02,3.499176666900007149e+01
1.279797469410000303e+02,3.499225495000007413e+01
1.279538680350000277e+02,3.497882721600007017e+01
1.279433699880000859e+02,3.500283437700005607e+01
1.279370223320000832e+02,3.501264069200004769e+01
1.279257918630000859e+02,3.501976146000004064e+01
1.279228621750000912e+02,3.498753489800003535e+01
1.279121199880000859e+02,3.496206289300005210e+01
1.278912052740000718e+02,3.494668203300005871e+01
1.278645125660000303e+02,3.494472890800005871e+01
1.278538517590000083e+02,3.494818756700004769e+01
1.278443302740000718e+02,3.495018138200003932e+01
1.278364363940000885e+02,3.494944896000004064e+01
1.278303328790000251e+02,3.494472890800005871e+01
1.278154403000000912e+02,3.495482005400003800e+01
1.278050236340000083e+02,3.495713939000006576e+01
1.277984318370000665e+02,3.495864492400005474e+01
1.277579044930000691e+02,3.495831940300007545e+01
1.277443953790000251e+02,3.496019114800003535e+01
1.277390242850000277e+02,3.496527741100004505e+01
1.277365828790000251e+02,3.497288646000004064e+01
1.277307235040000251e+02,3.498257070500005739e+01
1.277192488940000885e+02,3.499005768400007810e+01
1.277165633470000330e+02,3.498236725500004241e+01
1.277182723320000832e+02,3.497040436400004637e+01
1.277204695970000330e+02,3.496515534100007017e+01
1.277132267590000083e+02,3.494672272300005034e+01
1.277092391290000251e+02,3.494041575700003932e+01
1.276999617850000277e+02,3.493162669500003403e+01
1.276621199880000859e+02,3.490680573100007678e+01
1.276411238940000885e+02,3.489911530200004108e+01
1.276260685560000638e+02,3.490973541900007149e+01
1.276071883470000330e+02,3.494131094000005078e+01
1.275915633470000330e+02,3.494643789300005210e+01
1.275806583990000718e+02,3.493366120000007413e+01
1.275752873060000638e+02,3.491364166900007149e+01
1.275764266290000251e+02,3.489691803600004505e+01
1.275857039720000330e+02,3.487921784100007017e+01
1.276011662120000665e+02,3.485635000200005607e+01
1.276189070970000330e+02,3.483641185100003668e+01
1.276347762380000859e+02,3.482802969000005078e+01
1.276460067070000832e+02,3.481606679900005474e+01
1.276565047540000251e+02,3.481191640800005871e+01
1.276689559250000912e+02,3.481834544500003403e+01
1.276999617850000277e+02,3.484227122600003668e+01
1.277214461600000277e+02,3.484463125200005607e+01
1.277397567070000832e+02,3.484170156500005078e+01
1.277568465500000912e+02,3.484080638200003932e+01
1.277756453790000251e+02,3.484906647300005034e+01
1.277745060560000638e+02,3.482933177300003535e+01
1.277712508470000330e+02,3.481533437700005607e+01
1.277613224620000665e+02,3.478705475500004241e+01
1.277498478520000162e+02,3.473712799700007281e+01
1.277415470710000136e+02,3.472557200700003932e+01
1.277063908210000136e+02,3.471588776200007942e+01
1.276785587900000110e+02,3.472736237200007281e+01
1.276562606130000859e+02,3.473126862200007281e+01
1.276379500660000303e+02,3.469822825700003932e+01
1.276320906910000303e+02,3.470140208500004064e+01
1.276306258470000330e+02,3.470111725500004241e+01
1.276292423840000083e+02,3.469928620000007413e+01
1.276242781910000303e+02,3.469822825700003932e+01
1.276320906910000303e+02,3.468504466400008823e+01
1.276379500660000303e+02,3.467096588700007942e+01
1.276452742850000277e+02,3.462628815300007545e+01
1.276407169930000691e+02,3.461798737200007281e+01
1.276303817070000832e+02,3.462270742400005474e+01
1.276140242850000277e+02,3.463686758000005739e+01
1.275900985040000251e+02,3.463930898600006003e+01
1.275722762380000859e+02,3.464740631700004769e+01
1.275608016290000251e+02,3.466217682500007413e+01
1.275559188160000303e+02,3.468455638200003932e+01
1.275620223320000832e+02,3.470571523600006003e+01
1.275750431650000110e+02,3.472654857000003403e+01
1.275844832690000885e+02,3.474624258000005739e+01
1.275798445970000330e+02,3.476312897300005034e+01
1.275717879570000832e+02,3.477252838700007942e+01
1.275559188160000303e+02,3.480072663000004241e+01
1.275517684250000912e+02,3.480292389500004901e+01
1.275461531910000303e+02,3.480304596600007017e+01
1.275402938160000303e+02,3.480377838700007942e+01
1.275354110040000251e+02,3.480809153900008823e+01
1.275349227220000330e+02,3.481321849200008955e+01
1.275366317070000832e+02,3.481924062700005607e+01
1.275395613940000885e+02,3.482306549700007281e+01
1.275244246750000912e+02,3.484926992400005474e+01
1.275218205090000083e+02,3.485903554900005474e+01
1.275227156910000303e+02,3.486493561400004637e+01
1.275271102220000330e+02,3.487470123900004637e+01
1.275280867850000277e+02,3.487982819200004769e+01
1.275258895190000885e+02,3.488544342700004108e+01
1.275212508470000330e+02,3.488983795800004373e+01
1.275166121750000912e+02,3.489109935100003668e+01
1.275144149100000277e+02,3.488694896000004064e+01
1.275109969410000303e+02,3.488471100500004241e+01
1.274939070970000330e+02,3.484906647300005034e+01
1.274873153000000912e+02,3.484149811400004637e+01
1.274838973320000832e+02,3.483954498900004637e+01
1.274787703790000251e+02,3.483905670800004373e+01
1.274446720710000136e+02,3.482916901200007942e+01
1.274248153000000912e+02,3.482713450700003932e+01
1.273816024100000277e+02,3.482802969000005078e+01
1.273653263680000691e+02,3.482404205900007810e+01
1.273785099620000665e+02,3.481513092700004108e+01
1.274043074880000859e+02,3.480585358300004373e+01
1.274255477220000330e+02,3.480072663000004241e+01
1.274255477220000330e+02,3.479441966400008823e+01
1.273830672540000251e+02,3.478327057500007413e+01
1.273615828790000251e+02,3.477334219000005078e+01
1.273579207690000885e+02,3.475971100500004241e+01
1.273664656910000303e+02,3.475397370000007413e+01
1.273852645190000885e+02,3.476019928600004505e+01
1.273952742850000277e+02,3.475665924700007281e+01
1.274023543630000859e+02,3.474713776200007942e+01
1.274002384770000162e+02,3.474363841400008823e+01
1.273948673840000083e+02,3.474249909100007017e+01
1.273921004570000832e+02,3.473981354400007149e+01
1.274060164720000330e+02,3.470001862200007281e+01
1.274349064460000136e+02,3.467869700700003932e+01
1.274661564460000136e+02,3.466217682500007413e+01
1.274875594410000303e+02,3.463686758000005739e+01
1.274773055350000277e+02,3.463816966400008823e+01
1.274597274100000277e+02,3.463825104400007149e+01
1.274522404310000638e+02,3.463686758000005739e+01
1.274952091810000638e+02,3.462323639500004901e+01
1.275007594670000799e+02,3.461216386700004932e+01
1.275035898500000258e+02,3.459132477300005348e+01
1.274944402210001044e+02,3.458377660800005060e+01
1.274841414720000330e+02,3.457656484600005342e+01
1.274646102220000330e+02,3.457733795800004373e+01
1.274522404310000638e+02,3.457477448100007678e+01
1.274067488940000885e+02,3.459813060100003668e+01
1.273921004570000832e+02,3.460203685100003668e+01
1.273791610040000251e+02,3.460000234600005342e+01
1.273630477220000330e+02,3.459389883000005739e+01
1.273493758470000330e+02,3.458584219000005078e+01
1.273435978520000162e+02,3.457819245000007413e+01
1.273459578790000251e+02,3.457501862200007281e+01
1.273579207690000885e+02,3.455426666900007149e+01
1.273719404040000427e+02,3.455173335900008169e+01
1.273804082690000996e+02,3.454710467500007098e+01
1.274184186260000615e+02,3.455528036900005873e+01
1.274392195970000330e+02,3.454067617400005474e+01
1.273917880129999958e+02,3.450477960100005248e+01
1.273749409680000326e+02,3.448503656900004444e+01
1.273566183940000656e+02,3.449196473000006335e+01
1.273278017280000540e+02,3.447392946100006839e+01
1.273308211600000277e+02,3.445648834800005034e+01
1.273435978520000162e+02,3.444501373900004637e+01
1.273159255040000062e+02,3.444490102000008847e+01
1.272750818010000557e+02,3.448945330000003651e+01
1.272609969410000303e+02,3.451333242400005474e+01
1.272234806650000110e+02,3.454682038000004241e+01
1.272120060560000638e+02,3.454466380400003800e+01
1.271723738940000885e+02,3.452757396000004064e+01
1.271763615240000718e+02,3.451732005400003800e+01
1.271792098320000832e+02,3.451333242400005474e+01
1.271629337900000110e+02,3.451797109600005342e+01
1.271472274100000277e+02,3.452049388200003932e+01
1.271337996750000912e+02,3.452631256700004769e+01
1.271245223320000832e+02,3.454067617400005474e+01
1.271233016290000251e+02,3.455536530200004108e+01
1.271296492850000277e+02,3.456391022300005034e+01
1.271518660820000832e+02,3.457477448100007678e+01
1.271590275400000110e+02,3.458002350500004241e+01
1.271792098320000832e+02,3.460203685100003668e+01
1.271916610040000251e+02,3.462360260600007678e+01
1.271988224620000665e+02,3.463100820500005739e+01
1.272133895190000885e+02,3.463686758000005739e+01
1.272124129570000832e+02,3.462018463700007942e+01
1.272075301440000885e+02,3.460398997600003668e+01
1.271928817070000832e+02,3.457477448100007678e+01
1.272221785820000832e+02,3.457636139500004901e+01
1.272466740240000718e+02,3.458372630400003800e+01
1.272613224620000665e+02,3.460040924700007281e+01
1.272609969410000303e+02,3.462995026200007942e+01
1.272551375660000303e+02,3.464150625200005607e+01
1.272474064460000136e+02,3.464809804900005474e+01
1.272414656910000303e+02,3.465582916900007149e+01
1.272405705090000083e+02,3.467096588700007942e+01
1.272459416020000162e+02,3.467890045800004373e+01
1.272747501960000136e+02,3.470514557500007413e+01
1.272851668630000859e+02,3.470062897300005034e+01
1.272920028000000912e+02,3.469452545800004373e+01
1.272937117850000277e+02,3.468671295800004373e+01
1.272884220710000136e+02,3.467719147300005034e+01
1.272944442070000832e+02,3.466412995000007413e+01
1.273029891290000251e+02,3.465501536700008955e+01
1.273144637380000859e+02,3.465192291900007149e+01
1.273299259770000162e+02,3.465668366100004505e+01
1.273364363940000885e+02,3.466364166900007149e+01
1.273501082690000885e+02,3.468781159100007017e+01
1.273579207690000885e+02,3.469822825700003932e+01
1.273440047540000251e+02,3.471527741100004505e+01
1.273386336600000277e+02,3.473309967700004108e+01
1.273315535820000832e+02,3.474115631700004769e+01
1.273125919930000691e+02,3.472898997600003668e+01
1.272907820970000330e+02,3.472138092700004108e+01
1.272727156910000303e+02,3.473379140800005871e+01
1.272480574880000859e+02,3.476654694200004769e+01
1.272338973320000832e+02,3.474823639500004901e+01
1.272137150400000110e+02,3.470555247600003668e+01
1.271997176440000885e+02,3.469147370000007413e+01
1.271853133470000330e+02,3.468667226800005210e+01
1.271731063160000303e+02,3.468720123900004637e+01
1.271480412120000665e+02,3.469147370000007413e+01
1.271362410820000832e+02,3.468805573100007678e+01
1.271252547540000251e+02,3.467975495000007413e+01
1.271071883470000330e+02,3.466010163000004241e+01
1.270991317070000832e+02,3.465448639500004901e+01
1.270625106130000859e+02,3.463686758000005739e+01
1.270427352220000330e+02,3.462445709800005034e+01
1.270300399100000277e+02,3.461835358300004373e+01
1.270178328790000251e+02,3.461570872600003668e+01
1.270102645190000885e+02,3.461249420800004373e+01
1.270085555350000277e+02,3.460423411700008955e+01
1.270090438160000303e+02,3.459320709800005034e+01
1.270071720710000136e+02,3.458152903900008823e+01
1.270005802740000718e+02,3.457330963700007942e+01
1.269913029310000638e+02,3.456435781500005078e+01
1.269866642590000083e+02,3.455369700700003932e+01
1.269941512380000859e+02,3.454067617400005474e+01
1.269389754570000832e+02,3.449591705900007810e+01
1.269407658210000136e+02,3.445457591400008823e+01
1.269314070970000330e+02,3.444769928600004505e+01
1.269047957690000885e+02,3.445868561400004637e+01
1.268960067070000832e+02,3.444993724200008955e+01
1.268918563160000303e+02,3.444013092700004108e+01
1.268923445970000330e+02,3.442938873900004637e+01
1.268979598320000832e+02,3.441771067900003800e+01
1.268850203790000251e+02,3.442108795800004373e+01
1.268570255870000665e+02,3.443756745000007413e+01
1.268186141290000251e+02,3.444684479400007149e+01
1.268098250660000303e+02,3.445123932500007413e+01
1.268020125660000303e+02,3.447040436400004637e+01
1.268061629570000832e+02,3.452106354400007149e+01
1.268023380870000665e+02,3.454067617400005474e+01
1.268078719410000303e+02,3.455316803600004505e+01
1.268066512380000859e+02,3.456854889500004901e+01
1.268000594410000303e+02,3.458201732000003403e+01
1.267886662120000665e+02,3.458905670800004373e+01
1.267778426440000885e+02,3.458649323100007678e+01
1.267669376960000136e+02,3.457802969000005078e+01
1.267585555350000277e+02,3.456720612200007281e+01
1.267552189460000136e+02,3.455768463700007942e+01
1.267592879570000832e+02,3.454385000200005607e+01
1.267656356130000859e+02,3.453180573100007678e+01
1.267659611340000083e+02,3.452338288000004241e+01
1.267351180350000277e+02,3.451487864800003535e+01
1.267391056650000110e+02,3.450267161700008955e+01
1.267614852220000330e+02,3.447919342700004108e+01
1.267231551440000885e+02,3.446084219000005078e+01
1.267087508470000330e+02,3.444989655200004108e+01
1.267236434250000912e+02,3.444501373900004637e+01
1.267270613940000885e+02,3.444277578300005871e+01
1.267280379570000832e+02,3.443789297100005342e+01
1.267268986340000083e+02,3.443301015800005871e+01
1.267236434250000912e+02,3.443081289300005210e+01
1.267175399100000277e+02,3.443183014500004901e+01
1.267082625660000303e+02,3.443646881700004769e+01
1.267033797540000251e+02,3.443756745000007413e+01
1.266901961600000277e+02,3.443593984600005342e+01
1.266875106130000859e+02,3.443134186400004637e+01
1.266873478520000162e+02,3.442389557500007413e+01
1.266822208990000718e+02,3.441400788000004241e+01
1.266744083990000718e+02,3.440965403900008823e+01
1.266447860040000251e+02,3.440346914300005210e+01
1.266336369150000110e+02,3.439569733300004373e+01
1.266296492850000277e+02,3.438922760600007678e+01
1.266053166020000162e+02,3.432168203300005871e+01
1.266032820970000330e+02,3.431199778900008823e+01
